name,sex,age,height,weight,bmi,country,year,season,city,sport,medal
Angela Marie Ruggiero,F,22.0,175.0,86.0,28.08,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
Angela Marie Ruggiero,F,26.0,175.0,86.0,28.08,United States of America,2006,Winter,Torino,Ice Hockey,Bronze
Angela Marie Ruggiero,F,30.0,175.0,86.0,28.08,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Christopher Rhr,M,22.0,180.0,77.0,23.77,Germany,2016,Summer,Rio de Janeiro,Hockey,Bronze
Yumilka Ruz Luaces,F,26.0,180.0,63.0,19.44,Cuba,2004,Summer,Athina,Volleyball,Bronze
Enni Eriika  Rukajrvi,F,23.0,165.0,54.0,19.83,Finland,2014,Winter,Sochi,Snowboarding,Silver
Kelly Kristen Rulon,F,19.0,178.0,61.0,19.25,United States of America,2004,Summer,Athina,Water Polo,Bronze
Kelly Kristen Rulon,F,27.0,178.0,61.0,19.25,United States of America,2012,Summer,London,Water Polo,Gold
Henrik Rummel,M,24.0,196.0,97.0,25.25,United States of America,2012,Summer,London,Rowing,Bronze
Danijela Kristina Rundqvist,F,17.0,178.0,75.0,23.67,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Danijela Kristina Rundqvist,F,21.0,178.0,75.0,23.67,Sweden,2006,Winter,Torino,Ice Hockey,Silver
Cierra Runge,F,20.0,193.0,85.0,22.82,United States of America,2016,Summer,Rio de Janeiro,Swimming,Gold
Galen Rupp,M,26.0,181.0,61.0,18.62,United States of America,2012,Summer,London,Athletics,Silver
Galen Rupp,M,30.0,181.0,61.0,18.62,United States of America,2016,Summer,Rio de Janeiro,Athletics,Bronze
Thomas Rupprath,M,27.0,182.0,78.0,23.55,Germany,2004,Summer,Athina,Swimming,Silver
Lyndon Rush,M,29.0,183.0,102.0,30.46,Canada,2010,Winter,Vancouver,Bobsleigh,Bronze
Aaron Russell,M,23.0,206.0,93.0,21.92,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Kelly Russell,F,29.0,178.0,83.0,26.2,Canada,2016,Summer,Rio de Janeiro,Rugby Sevens,Bronze
Clemente Russo,M,26.0,181.0,91.0,27.78,Italy,2008,Summer,Beijing,Boxing,Silver
Clemente Russo,M,29.0,181.0,91.0,27.78,Italy,2012,Summer,London,Boxing,Silver
Marin Russo,F,24.0,163.0,58.0,21.83,Argentina,2004,Summer,Athina,Hockey,Bronze
Marin Russo,F,28.0,163.0,58.0,21.83,Argentina,2008,Summer,Beijing,Hockey,Bronze
"Gregory James ""Greg"" Rutherford",M,25.0,188.0,92.0,26.03,United Kingdom,2012,Summer,London,Athletics,Gold
"Gregory James ""Greg"" Rutherford",M,29.0,188.0,92.0,26.03,United Kingdom,2016,Summer,Rio de Janeiro,Athletics,Bronze
"Benjamin Jon ""Ben"" Rutledge",M,27.0,194.0,95.0,25.24,Canada,2008,Summer,Beijing,Rowing,Gold
Katrin Rutschow-Stomporowski,F,29.0,180.0,79.0,24.38,Germany,2004,Summer,Athina,Rowing,Gold
Antti Hermanni Ruuskanen,M,28.0,189.0,86.0,24.08,Finland,2012,Summer,London,Athletics,Bronze
Jarkko Samuli Ruutu,M,30.0,188.0,93.0,26.31,Finland,2006,Winter,Torino,Ice Hockey,Silver
Jarkko Samuli Ruutu,M,34.0,188.0,93.0,26.31,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Tuomo Iisakki Ruutu,M,26.0,182.0,89.0,26.87,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Tuomo Iisakki Ruutu,M,30.0,182.0,89.0,26.87,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
"Robert Shane ""Bobby"" Ryan (Stevenson-)",M,22.0,188.0,95.0,26.88,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Marc James Ryan,M,25.0,186.0,79.0,22.84,New Zealand,2008,Summer,Beijing,Cycling,Bronze
Marc James Ryan,M,29.0,186.0,79.0,22.84,New Zealand,2012,Summer,London,Cycling,Bronze
"Matthew ""Matt"" Ryan",M,24.0,194.0,90.0,23.91,Australia,2008,Summer,Beijing,Rowing,Silver
Sarah Michelle Ryan,F,27.0,173.0,65.0,21.72,Australia,2004,Summer,Athina,Swimming,Gold
"William ""Will"" Ryan",M,27.0,193.0,75.0,20.13,Australia,2016,Summer,Rio de Janeiro,Sailing,Silver
Ryang Chun-Hwa,F,21.0,147.0,48.0,22.21,South Korea,2012,Summer,London,Weightlifting,Bronze
Andrey Anatolyevich Rybakov,M,22.0,172.0,85.0,28.73,Belarus,2004,Summer,Athina,Weightlifting,Silver
Andrey Anatolyevich Rybakov,M,26.0,172.0,85.0,28.73,Belarus,2008,Summer,Beijing,Weightlifting,Silver
Yaroslav Vladimirovich Rybakov,M,27.0,198.0,83.0,21.17,Russia,2008,Summer,Beijing,Athletics,Bronze
Carter Rycroft,M,24.0,180.0,68.0,20.99,Canada,2002,Winter,Salt Lake City,Curling,Silver
Johannes Rydzek,M,18.0,178.0,60.0,18.94,Germany,2010,Winter,Vancouver,Nordic Combined,Bronze
Johannes Rydzek,M,22.0,178.0,60.0,18.94,Germany,2014,Winter,Sochi,Nordic Combined,Silver
Yevgeny Mikhaylovich Rylov,M,19.0,184.0,69.0,20.38,Russia,2016,Summer,Rio de Janeiro,Swimming,Bronze
Ryu Hyeon-Jin,M,21.0,187.0,98.0,28.02,South Korea,2008,Summer,Beijing,Baseball,Gold
Sa Jae-Hyeok,M,23.0,168.0,77.0,27.28,South Korea,2008,Summer,Beijing,Weightlifting,Gold
Aino-Kaisa Saarinen,F,27.0,166.0,58.0,21.05,Finland,2006,Winter,Torino,Cross Country Skiing,Bronze
Aino-Kaisa Saarinen,F,31.0,166.0,58.0,21.05,Finland,2010,Winter,Vancouver,Cross Country Skiing,Bronze
Aino-Kaisa Saarinen,F,31.0,166.0,58.0,21.05,Finland,2010,Winter,Vancouver,Cross Country Skiing,Bronze
Aino-Kaisa Saarinen,F,35.0,166.0,58.0,21.05,Finland,2014,Winter,Sochi,Cross Country Skiing,Silver
Aino-Kaisa Saarinen,F,35.0,166.0,58.0,21.05,Finland,2014,Winter,Sochi,Cross Country Skiing,Silver
Mari Susanna Saarinen,F,28.0,172.0,66.0,22.31,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Lucas Saatkamp,M,26.0,209.0,101.0,23.12,Brazil,2012,Summer,London,Volleyball,Silver
Lucas Saatkamp,M,30.0,209.0,101.0,23.12,Brazil,2016,Summer,Rio de Janeiro,Volleyball,Gold
Martina Sblkov,F,22.0,171.0,53.0,18.13,Czechia,2010,Winter,Vancouver,Speed Skating,Bronze
Martina Sblkov,F,22.0,171.0,53.0,18.13,Czechia,2010,Winter,Vancouver,Speed Skating,Gold
Martina Sblkov,F,22.0,171.0,53.0,18.13,Czechia,2010,Winter,Vancouver,Speed Skating,Gold
Martina Sblkov,F,26.0,171.0,53.0,18.13,Czechia,2014,Winter,Sochi,Speed Skating,Silver
Martina Sblkov,F,26.0,171.0,53.0,18.13,Czechia,2014,Winter,Sochi,Speed Skating,Gold
Hamilton Sabot,M,25.0,173.0,63.0,21.05,France,2012,Summer,London,Gymnastics,Bronze
Evi Sachenbacher-Stehle,F,21.0,162.0,52.0,19.81,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Silver
Evi Sachenbacher-Stehle,F,21.0,162.0,52.0,19.81,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Evi Sachenbacher-Stehle,F,25.0,162.0,52.0,19.81,Germany,2006,Winter,Torino,Cross Country Skiing,Silver
Evi Sachenbacher-Stehle,F,29.0,162.0,52.0,19.81,Germany,2010,Winter,Vancouver,Cross Country Skiing,Silver
Evi Sachenbacher-Stehle,F,29.0,162.0,52.0,19.81,Germany,2010,Winter,Vancouver,Cross Country Skiing,Gold
Alicia Marie Sacramone (-Quinn),F,20.0,155.0,53.0,22.06,United States of America,2008,Summer,Beijing,Gymnastics,Silver
Vctor Sada Remisa,M,28.0,192.0,93.0,25.23,Spain,2012,Summer,London,Basketball,Silver
Nataliya Ivanovna Sadova (Kaptyukh-),F,32.0,180.0,95.0,29.32,Russia,2004,Summer,Athina,Athletics,Gold
Abdul-Rashid Bulayevich Sadulayev,M,20.0,177.0,86.0,27.45,Russia,2016,Summer,Rio de Janeiro,Wrestling,Gold
Lucie afov,F,29.0,177.0,65.0,20.75,Czechia,2016,Summer,Rio de Janeiro,Tennis,Bronze
Timur Marselevich Safin,M,23.0,182.0,82.0,24.76,Russia,2016,Summer,Rio de Janeiro,Fencing,Bronze
Timur Marselevich Safin,M,23.0,182.0,82.0,24.76,Russia,2016,Summer,Rio de Janeiro,Fencing,Gold
Dinara Mubinovna Safina,F,22.0,182.0,70.0,21.13,Russia,2008,Summer,Beijing,Tennis,Silver
Ibragim Magomed-Saidovich Saidov,M,31.0,180.0,125.0,38.58,Belarus,2016,Summer,Rio de Janeiro,Wrestling,Bronze
David ain,M,24.0,186.0,93.0,26.88,Croatia,2012,Summer,London,Rowing,Silver
Haruka Saito,F,34.0,173.0,70.0,23.39,Japan,2004,Summer,Athina,Softball,Bronze
Oleg Elekpayevich Saitov,M,30.0,178.0,69.0,21.78,Russia,2004,Summer,Athina,Boxing,Bronze
Mizuho Sakaguchi,F,24.0,165.0,52.0,19.1,Japan,2012,Summer,London,Football,Silver
Hiroko Sakai,F,25.0,177.0,73.0,23.3,Japan,2004,Summer,Athina,Softball,Bronze
Hiroko Sakai,F,29.0,177.0,73.0,23.3,Japan,2008,Summer,Beijing,Softball,Gold
Masato Sakai,M,21.0,181.0,77.0,23.5,Japan,2016,Summer,Rio de Janeiro,Swimming,Silver
Koki Sakamoto,M,21.0,163.0,56.0,21.08,Japan,2008,Summer,Beijing,Gymnastics,Silver
Naoko Sakamoto,F,19.0,161.0,67.0,25.85,Japan,2004,Summer,Athina,Softball,Bronze
"Joseph Steven ""Joe"" Sakic",M,32.0,180.0,88.0,27.16,Canada,2002,Winter,Salt Lake City,Ice Hockey,Gold
Saori Sakoda,F,24.0,175.0,63.0,20.57,Japan,2012,Summer,London,Volleyball,Bronze
Albert Sala Moreno,M,27.0,185.0,79.0,23.08,Spain,2008,Summer,Beijing,Hockey,Silver
Juan Manuel Saladino,M,28.0,174.0,73.0,24.11,Argentina,2016,Summer,Rio de Janeiro,Hockey,Gold
Olha Valerivna Saladukha (-Kostyuk),F,29.0,176.0,57.0,18.4,Ukraine,2012,Summer,London,Athletics,Bronze
Jamie Rae Sal (-Pelletier),F,24.0,155.0,50.0,20.81,Canada,2002,Winter,Salt Lake City,Figure Skating,Gold
Max Salminen,M,23.0,197.0,98.0,25.25,Sweden,2012,Summer,London,Sailing,Gold
Sakari Jalmari Salminen,M,25.0,170.0,72.0,24.91,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Riley David Salmon,M,32.0,197.0,89.0,22.93,United States of America,2008,Summer,Beijing,Volleyball,Gold
Sami Sakari Salo,M,31.0,190.0,93.0,25.76,Finland,2006,Winter,Torino,Ice Hockey,Silver
Sami Sakari Salo,M,35.0,190.0,93.0,25.76,Finland,2010,Winter,Vancouver,Ice Hockey,Bronze
Sami Sakari Salo,M,39.0,190.0,93.0,25.76,Finland,2014,Winter,Sochi,Ice Hockey,Bronze
Teemu Matti Tapani Salo,M,32.0,185.0,83.0,24.25,Finland,2006,Winter,Torino,Curling,Silver
Katja Steen Salskov-Iversen,F,21.0,173.0,70.0,23.39,Denmark,2016,Summer,Rio de Janeiro,Sailing,Bronze
Ilaria Salvatori,F,29.0,160.0,56.0,21.87,Italy,2008,Summer,Beijing,Fencing,Bronze
Ilaria Salvatori,F,33.0,160.0,56.0,21.87,Italy,2012,Summer,London,Fencing,Gold
Ulla Salzgeber (Helbing-),F,46.0,180.0,65.0,20.06,Germany,2004,Summer,Athina,Equestrianism,Silver
Ulla Salzgeber (Helbing-),F,46.0,180.0,65.0,20.06,Germany,2004,Summer,Athina,Equestrianism,Gold
Luigi Samele,M,25.0,191.0,73.0,20.01,Italy,2012,Summer,London,Fencing,Bronze
Aya Sameshima,F,25.0,163.0,54.0,20.32,Japan,2012,Summer,London,Football,Silver
Gulnara Iskanderovna Samitova-Galkina,F,30.0,178.0,54.0,17.04,Russia,2008,Summer,Beijing,Athletics,Gold
Eva Samkov,F,20.0,171.0,68.0,23.26,Czechia,2014,Winter,Sochi,Snowboarding,Gold
Sergey Viktorovich Samsonov,M,23.0,172.0,81.0,27.38,Russia,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Samuel Fuchs,M,24.0,200.0,89.0,22.25,Brazil,2008,Summer,Beijing,Volleyball,Silver
Evelina Louise Samuelsson,F,17.0,160.0,60.0,23.44,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Jessica Eva Katarina Samuelsson,F,24.0,166.0,59.0,21.41,Sweden,2016,Summer,Rio de Janeiro,Football,Silver
Karl Mikael Samuelsson,M,29.0,186.0,94.0,27.17,Sweden,2006,Winter,Torino,Ice Hockey,Gold
Varteres Varteresovich Samurgashev,M,24.0,172.0,74.0,25.01,Russia,2004,Summer,Athina,Wrestling,Bronze
Fernando San Emeterio Lara,M,28.0,199.0,105.0,26.51,Spain,2012,Summer,London,Basketball,Silver
Elier Snchez Quesada,M,21.0,186.0,90.0,26.01,Cuba,2008,Summer,Beijing,Baseball,Silver
Eriel Snchez Len,M,29.0,183.0,94.0,28.07,Cuba,2004,Summer,Athina,Baseball,Gold
Eriel Snchez Len,M,33.0,183.0,94.0,28.07,Cuba,2008,Summer,Beijing,Baseball,Silver
Marta Snchez Salfrn,F,31.0,178.0,75.0,23.67,Cuba,2004,Summer,Athina,Volleyball,Bronze
"Juan Ignacio ""Pepe"" Snchez Brown",M,27.0,193.0,90.0,24.16,Argentina,2004,Summer,Athina,Basketball,Gold
Roco Mara Snchez Moccia,F,23.0,157.0,54.0,21.91,Argentina,2012,Summer,London,Hockey,Silver
Samuel Snchez Gonzlez,M,30.0,181.0,68.0,20.76,Spain,2008,Summer,Beijing,Cycling,Gold
Stle Sandbech,M,20.0,170.0,73.77,25.53,Norway,2014,Winter,Sochi,Snowboarding,Silver
Kaitlin Shea Sandeno (-Hogan),F,21.0,168.0,54.0,19.13,United States of America,2004,Summer,Athina,Swimming,Bronze
Kaitlin Shea Sandeno (-Hogan),F,21.0,168.0,54.0,19.13,United States of America,2004,Summer,Athina,Swimming,Gold
Kaitlin Shea Sandeno (-Hogan),F,21.0,168.0,54.0,19.13,United States of America,2004,Summer,Athina,Swimming,Silver
Taylor Sander,M,24.0,193.0,86.0,23.09,United States of America,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Cael Norman Sanderson,M,25.0,182.0,84.0,25.36,United States of America,2004,Summer,Athina,Wrestling,Gold
Sandro Raniere Guimares Cordeiro,M,23.0,187.0,75.0,21.45,Brazil,2012,Summer,London,Football,Silver
Ippolito Sanfratello,M,32.0,180.0,77.0,23.77,Italy,2006,Winter,Torino,Speed Skating,Gold
Kseniya Andreyevna Sankovich,F,18.0,172.0,54.0,18.25,Belarus,2008,Summer,Beijing,Rhythmic Gymnastics,Bronze
Kseniya Andreyevna Sankovich,F,22.0,172.0,54.0,18.25,Belarus,2012,Summer,London,Rhythmic Gymnastics,Silver
Yuko Sano,F,32.0,159.0,53.0,20.96,Japan,2012,Summer,London,Volleyball,Bronze
Boris Louis Sanson,M,27.0,193.0,80.0,21.48,France,2008,Summer,Beijing,Fencing,Gold
Andrea Santarelli,M,23.0,184.0,76.0,22.45,Italy,2016,Summer,Rio de Janeiro,Fencing,Silver
Elisa Santoni,F,16.0,176.0,56.0,18.08,Italy,2004,Summer,Athina,Rhythmic Gymnastics,Silver
Elisa Santoni,F,24.0,176.0,56.0,18.08,Italy,2012,Summer,London,Rhythmic Gymnastics,Bronze
Jenna Santoromito,F,21.0,169.0,65.0,22.76,Australia,2008,Summer,Beijing,Water Polo,Bronze
Mia Santoromito,F,23.0,169.0,80.0,28.01,Australia,2008,Summer,Beijing,Water Polo,Bronze
Salvatore Sanzo,M,28.0,178.0,73.0,23.04,Italy,2004,Summer,Athina,Fencing,Silver
Salvatore Sanzo,M,28.0,178.0,73.0,23.04,Italy,2004,Summer,Athina,Fencing,Gold
Salvatore Sanzo,M,32.0,178.0,73.0,23.04,Italy,2008,Summer,Beijing,Fencing,Bronze
Aleksandar api,M,26.0,188.0,100.0,28.29,Serbia,2004,Summer,Athina,Water Polo,Silver
Aleksandar api,M,30.0,188.0,100.0,28.29,Serbia,2008,Summer,Beijing,Water Polo,Bronze
Aleksa aponji,M,20.0,191.0,98.0,26.86,Serbia,2012,Summer,London,Water Polo,Bronze
Sandra ari,F,24.0,175.0,67.0,21.88,Croatia,2008,Summer,Beijing,Taekwondo,Bronze
Albert Saritov,M,31.0,188.0,100.0,28.29,Romania,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Mauro Sarmiento,M,25.0,196.0,80.0,20.82,Italy,2008,Summer,Beijing,Taekwondo,Silver
Mauro Sarmiento,M,29.0,196.0,80.0,20.82,Italy,2012,Summer,London,Taekwondo,Bronze
Andrea Sartoretti,M,33.0,194.0,88.0,23.38,Italy,2004,Summer,Athina,Volleyball,Silver
Alessio Sartori,M,27.0,200.0,100.0,25.0,Italy,2004,Summer,Athina,Rowing,Bronze
Alessio Sartori,M,35.0,200.0,100.0,25.0,Italy,2012,Summer,London,Rowing,Silver
"Welissa ""Sass"" de Souza Gonzaga",F,25.0,179.0,76.0,23.72,Brazil,2008,Summer,Beijing,Volleyball,Gold
"William Spencer ""Will"" Satch",M,23.0,198.0,100.0,25.51,United Kingdom,2012,Summer,London,Rowing,Bronze
"William Spencer ""Will"" Satch",M,27.0,198.0,100.0,25.51,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Gold
Hisayoshi Sato,M,21.0,179.0,70.0,21.85,Japan,2008,Summer,Beijing,Swimming,Bronze
Rie Sato,F,23.0,171.0,57.0,19.49,Japan,2004,Summer,Athina,Softball,Bronze
Rie Sato,F,27.0,171.0,57.0,19.49,Japan,2008,Summer,Beijing,Softball,Gold
Yuki Sato,F,23.0,165.0,61.0,22.41,Japan,2004,Summer,Athina,Softball,Bronze
Tae Satoya,F,25.0,166.0,55.0,19.96,Japan,2002,Winter,Salt Lake City,Freestyle Skiing,Bronze
Rebecca Sattin,F,23.0,180.0,77.0,23.77,Australia,2004,Summer,Athina,Rowing,Bronze
Martin Sauer,M,29.0,169.0,55.0,19.26,Germany,2012,Summer,London,Rowing,Gold
Martin Sauer,M,33.0,169.0,55.0,19.26,Germany,2016,Summer,Rio de Janeiro,Rowing,Silver
Lotte Nicolien Sauerbreij,F,30.0,164.0,58.0,21.56,Netherlands,2010,Winter,Vancouver,Snowboarding,Gold
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,27.0,170.0,64.0,22.15,United States of America,2012,Summer,London,Football,Gold
Dmitry Ivanovich Sautin,M,30.0,172.0,65.0,21.97,Russia,2004,Summer,Athina,Diving,Bronze
Dmitry Ivanovich Sautin,M,34.0,172.0,65.0,21.97,Russia,2008,Summer,Beijing,Diving,Silver
Cristian Savani,M,30.0,195.0,95.0,24.98,Italy,2012,Summer,London,Volleyball,Bronze
Katerine Savard,F,23.0,167.0,54.0,19.36,Canada,2016,Summer,Rio de Janeiro,Swimming,Bronze
Dejan Savi,M,29.0,190.0,120.0,33.24,Serbia,2004,Summer,Athina,Water Polo,Silver
Dejan Savi,M,33.0,190.0,120.0,33.24,Serbia,2008,Summer,Beijing,Water Polo,Bronze
Jane Kara Saville (-White),F,29.0,164.0,52.0,19.33,Australia,2004,Summer,Athina,Athletics,Bronze
Mariya Sergeyevna Savinova (-Farnosova),F,26.0,172.0,60.0,20.28,Russia,2012,Summer,London,Athletics,Gold
Javier Pedro Saviola Fernndez,M,22.0,168.0,60.0,21.26,Argentina,2004,Summer,Athina,Football,Gold
Amarilys Savn Carmenate,F,30.0,159.0,52.0,20.57,Cuba,2004,Summer,Athina,Judo,Bronze
Erislandy Savn Cotilla,M,26.0,192.0,91.0,24.69,Cuba,2016,Summer,Rio de Janeiro,Boxing,Bronze
"Anzhelika ""Angelica"" Savrayuk",F,22.0,175.0,49.0,16.0,Italy,2012,Summer,London,Rhythmic Gymnastics,Bronze
Homare Sawa,F,33.0,164.0,55.0,20.45,Japan,2012,Summer,London,Football,Silver
Aljona Sawtchenko,F,26.0,153.0,48.0,20.5,Germany,2010,Winter,Vancouver,Figure Skating,Bronze
Aljona Sawtchenko,F,30.0,153.0,48.0,20.5,Germany,2014,Winter,Sochi,Figure Skating,Bronze
Buvaysar Khamidovich Saytiyev,M,29.0,180.0,74.0,22.84,Russia,2004,Summer,Athina,Wrestling,Gold
Buvaysar Khamidovich Saytiyev,M,33.0,180.0,74.0,22.84,Russia,2008,Summer,Beijing,Wrestling,Gold
Sazhid Khalilrakhimovich Sazhidov,M,24.0,176.0,84.0,27.12,Russia,2004,Summer,Athina,Wrestling,Bronze
Lasse Stre,M,27.0,182.0,85.0,25.66,Norway,2002,Winter,Salt Lake City,Speed Skating,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,24.0,202.0,110.0,26.96,United Kingdom,2012,Summer,London,Rowing,Bronze
"Mohamed Karim ""Moe"" Sbihi",M,28.0,202.0,110.0,26.96,United Kingdom,2016,Summer,Rio de Janeiro,Rowing,Gold
Antonio Massimiliano Scaduto,M,30.0,193.0,93.0,24.97,Italy,2008,Summer,Beijing,Canoeing,Bronze
"Susannah ""Susie"" Scanlan",F,22.0,170.0,58.0,20.07,United States of America,2012,Summer,London,Fencing,Bronze
"Mariela Carla ""Maru"" Scarone",F,25.0,163.0,60.0,22.58,Argentina,2012,Summer,London,Hockey,Silver
Justus Scharowsky,M,23.0,180.0,78.0,24.07,Germany,2004,Summer,Athina,Hockey,Bronze
Martin Schaudt,M,45.0,185.0,77.0,22.5,Germany,2004,Summer,Athina,Equestrianism,Gold
Molly Patricia Schaus,F,21.0,175.0,71.0,23.18,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Molly Patricia Schaus,F,25.0,175.0,71.0,23.18,United States of America,2014,Winter,Sochi,Ice Hockey,Silver
Sophie Celina Scheder,F,19.0,167.0,56.0,20.08,Germany,2016,Summer,Rio de Janeiro,Gymnastics,Bronze
Maartje Trijntje Scheepstra,F,24.0,157.0,57.0,23.12,Netherlands,2004,Summer,Athina,Hockey,Silver
Robert Scheidt,M,31.0,188.0,76.0,21.5,Brazil,2004,Summer,Athina,Sailing,Gold
Robert Scheidt,M,35.0,188.0,76.0,21.5,Brazil,2008,Summer,Beijing,Sailing,Silver
Robert Scheidt,M,39.0,188.0,76.0,21.5,Brazil,2012,Summer,London,Sailing,Bronze
"Charlotta Eva ""Lotta"" Schelin",F,32.0,179.0,64.0,19.97,Sweden,2016,Summer,Rio de Janeiro,Football,Silver
Anne Schellekens,F,26.0,163.0,48.0,18.07,Netherlands,2012,Summer,London,Rowing,Bronze
Imke Anne Marian Schellekens-Bartels,F,31.0,178.0,61.0,19.25,Netherlands,2008,Summer,Beijing,Equestrianism,Silver
Tobias Schellenberg,M,25.0,176.0,72.0,23.24,Germany,2004,Summer,Athina,Diving,Silver
Florence Schelling,F,24.0,174.0,65.0,21.47,Switzerland,2014,Winter,Sochi,Ice Hockey,Bronze
Simon Schempp,M,25.0,178.0,68.0,21.46,Germany,2014,Winter,Sochi,Biathlon,Silver
"Nathan John ""Nate"" Schierholtz",M,24.0,188.0,98.0,27.73,United States of America,2008,Summer,Beijing,Baseball,Bronze
Andreas Schifferer,M,27.0,178.0,92.0,29.04,Austria,2002,Winter,Salt Lake City,Alpine Skiing,Bronze
Marlies Schild (-Raich),F,24.0,172.0,66.0,22.31,Austria,2006,Winter,Torino,Alpine Skiing,Bronze
Marlies Schild (-Raich),F,24.0,172.0,66.0,22.31,Austria,2006,Winter,Torino,Alpine Skiing,Silver
Marlies Schild (-Raich),F,28.0,172.0,66.0,22.31,Austria,2010,Winter,Vancouver,Alpine Skiing,Silver
Marlies Schild (-Raich),F,32.0,172.0,66.0,22.31,Austria,2014,Winter,Sochi,Alpine Skiing,Silver
Martina Schild,F,24.0,170.0,67.0,23.18,Switzerland,2006,Winter,Torino,Alpine Skiing,Silver
Stephanie Schiller,F,22.0,182.0,75.0,22.64,Germany,2008,Summer,Beijing,Rowing,Bronze
"Jessicah Lee ""Jess"" Schipper",F,17.0,170.0,60.0,20.76,Australia,2004,Summer,Athina,Swimming,Gold
"Jessicah Lee ""Jess"" Schipper",F,21.0,170.0,60.0,20.76,Australia,2008,Summer,Beijing,Swimming,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21.0,170.0,60.0,20.76,Australia,2008,Summer,Beijing,Swimming,Bronze
"Jessicah Lee ""Jess"" Schipper",F,21.0,170.0,60.0,20.76,Australia,2008,Summer,Beijing,Swimming,Gold
Dafne Schippers,F,24.0,179.0,70.0,21.85,Netherlands,2016,Summer,Rio de Janeiro,Athletics,Silver
Mette Schjoldager (-Truedsson),F,27.0,168.0,61.0,21.61,Denmark,2004,Summer,Athina,Badminton,Bronze
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21.0,176.0,65.0,20.98,Australia,2008,Summer,Beijing,Swimming,Bronze
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21.0,176.0,65.0,20.98,Australia,2008,Summer,Beijing,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176.0,65.0,20.98,Australia,2012,Summer,London,Swimming,Gold
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176.0,65.0,20.98,Australia,2012,Summer,London,Swimming,Silver
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25.0,176.0,65.0,20.98,Australia,2012,Summer,London,Swimming,Silver
Anne Kathryn Schleper,F,24.0,178.0,77.0,24.3,United States of America,2014,Winter,Sochi,Ice Hockey,Silver
Peter Schlickenrieder,M,31.0,172.0,69.0,23.32,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Silver
Gregor Schlierenzauer,M,20.0,182.0,64.0,19.32,Austria,2010,Winter,Vancouver,Ski Jumping,Bronze
Gregor Schlierenzauer,M,20.0,182.0,64.0,19.32,Austria,2010,Winter,Vancouver,Ski Jumping,Bronze
Gregor Schlierenzauer,M,20.0,182.0,64.0,19.32,Austria,2010,Winter,Vancouver,Ski Jumping,Gold
Gregor Schlierenzauer,M,24.0,182.0,64.0,19.32,Austria,2014,Winter,Sochi,Ski Jumping,Silver
Andreas Schltter,M,29.0,185.0,75.0,21.91,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
Andreas Schltter,M,33.0,185.0,75.0,21.91,Germany,2006,Winter,Torino,Cross Country Skiing,Silver
Lauren Schmetterling,F,28.0,180.0,77.0,23.77,United States of America,2016,Summer,Rio de Janeiro,Rowing,Gold
"Michael ""Mike"" Schmid",M,25.0,193.0,96.0,25.77,Switzerland,2010,Winter,Vancouver,Freestyle Skiing,Gold
Sven Attila Schmid,M,26.0,188.0,83.0,23.48,Germany,2004,Summer,Athina,Fencing,Bronze
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,23.0,163.0,66.0,24.84,United States of America,2002,Winter,Salt Lake City,Ice Hockey,Silver
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,27.0,163.0,66.0,24.84,United States of America,2006,Winter,Torino,Ice Hockey,Bronze
"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,31.0,163.0,66.0,24.84,United States of America,2010,Winter,Vancouver,Ice Hockey,Silver
Lisa Schmidla,F,25.0,173.0,76.0,25.39,Germany,2016,Summer,Rio de Janeiro,Rowing,Gold
